A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,ranking,a,b,c,d
1.494324991,0.718388315,-0.552769394,-0.413542316,0.568868888,2.261635973,-0.09134093900000001,0.554112421,0.9457126220000001,0.080352668,-0.154023844,-0.985664911,0.065875123,-0.609735067,-1.186916388,-0.44997154,3.0023615869999998,-0.941967078,1.526994477,1.32771452,0.45893908200000005,0.631997622,-0.49005852299999997,2.877703415,-1.240957644,-0.404193019,0.5272103929999999,0.227927347,-0.249683952,-0.632760519,-0.11602146199999999,0.061986658,0.6863227340000001,0.661897456,-1.059173838,1.054864061,0.093619348,-0.64504219,0.538691654,-0.518392527,1.410606796,-0.771645417,0.413750929,-0.673681258,0.715414832,-0.250286226,-0.728503247,-0.10744503300000001,-0.173820513,-0.423073517,-0.333431276,0.253865636,-0.48397401799999995,0.036547306,0.0035592690000000003,-0.737199954,0.17740579899999998,-0.38705663700000004,0.420493282,1.151761021,0.873252402,0.256737103,0.079677891,0.28628877199999997,1.8441854180000001,-0.20971022,-1.041588641,-1.010900879,-0.9062060270000001,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
0.424521517,0.243602796,-0.552769394,0.044828805,-0.8324374840000001,0.42036215600000004,-0.355319393,0.920327388,1.6319458530000002,-0.433537777,-0.405058831,-0.7376265540000001,1.7446926619999998,-0.149423405,0.10207726199999999,-0.44997154,0.621048074,0.986686148,0.04334759,0.290697653,0.233753687,0.19054413399999998,-0.49005852299999997,1.623675449,-1.435250743,-0.7236726520000001,-0.545384565,1.149498977,-0.013348326,0.136721236,-0.11602146199999999,-0.407660003,1.0830219909999999,0.305295431,-0.30316688,1.054864061,-0.566899713,-0.27725881199999997,0.7520876409999999,0.1211695,0.30978373800000003,-0.280757523,0.186025451,-0.46124558600000004,0.715414832,0.71748718,2.312048765,1.04610313,0.696316699,-0.423073517,-0.04377888,0.253865636,-0.48397401799999995,0.743128552,-0.7447769540000001,-0.085955037,0.255113236,-0.7840256999999999,-0.541778419,0.290225495,1.258261718,-0.268605728,0.816041694,0.57088553,-0.110149179,-0.013311228,-0.104715863,0.771955165,-0.9062060270000001,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
1.494324991,-1.655539279,-0.552769394,-0.413542316,-1.087220461,-0.684402135,2.2844651419999997,-0.361424998,0.03073498,1.365078779,1.6032210630000001,0.254526876,1.464889739,0.771199918,0.617674721,0.461898496,-0.9664942679999999,2.9153393739999998,0.25529714600000003,-1.264827647,0.008568291,1.5149046,1.81884466,0.056140490999999994,-0.658078349,0.554245879,0.6612847629999999,-0.6936442820000001,0.577490739,0.7962770259999999,-0.11602146199999999,0.531633319,1.0830219909999999,0.305295431,-0.114165141,-0.122105326,0.489930785,1.561658075,-0.386024291,-0.518392527,1.043665777,-0.771645417,0.413750929,-0.248809913,1.156194227,0.475543829,2.312048765,0.27707102100000003,2.001522519,-1.477086974,-0.9449196670000001,-0.201360376,-0.034722197999999996,-0.31674331699999997,0.0035592690000000003,-0.303036676,0.09969836300000001,-0.7840256999999999,-0.541778419,0.091409605,-0.089270888,1.044751349,-0.288504011,0.28628877199999997,0.28071774,-0.013311228,0.082658692,-0.5015134379999999,0.634466349,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
0.910795824,-0.46857548200000004,-0.552769394,-0.298949536,0.441477399,0.052107392,-0.355319393,1.286542356,0.9457126220000001,0.979660946,0.599081116,-0.241549839,-0.493730723,-0.609735067,-0.929117658,0.917833514,-0.9664942679999999,1.9510127609999999,1.315044922,-1.00557343,1.58486606,0.19054413399999998,-0.819901835,1.0593628640000001,-1.143811095,-0.7236726520000001,-0.009087086,-1.154430097,0.10481948699999999,-0.9625384140000001,1.059569495,-0.877306665,0.6863227340000001,-0.7645106420000001,-0.7756712290000001,0.172137021,-0.038484463999999996,-0.27725881199999997,1.107747619,0.334356843,-0.79103932,0.210130371,-0.269425507,-0.46124558600000004,1.156194227,-0.250286226,-1.235261915,-0.10744503300000001,1.1313853059999999,-0.573646868,0.08495551800000001,1.847156679,-0.034722197999999996,-0.670033941,0.0035592690000000003,-0.085955037,-0.133423945,-0.7840256999999999,-0.541778419,0.22395353199999998,0.680747744,-0.793948559,0.44785979299999995,1.4246758030000002,0.67158466,-0.406109211,1.3942805809999999,-0.246819717,-0.392648568,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
-0.159007651,-0.943361001,-0.552769394,-0.06976397599999999,-0.322871531,0.7886169190000001,2.548443596,0.737219905,-0.655498251,0.465770501,1.85425605,-0.985664911,0.34567804700000004,1.23151158,-0.41352019799999995,0.005963478,-0.9664942679999999,1.9510127609999999,0.6791962559999999,0.290697653,-0.216617105,0.19054413399999998,1.6539230040000001,0.118841889,-1.143811095,-0.08471338699999999,1.5998053509999999,0.227927347,0.10481948699999999,0.246647201,2.235160451,-0.877306665,-0.10707578,1.01849948,-0.6811703590000001,0.46637936799999996,0.75413841,0.090524565,1.605671589,-1.157954555,0.676724757,1.682794052,2.2355547590000002,-0.036374241,-0.16614395699999998,0.9594305320000001,1.298531428,0.661587076,-1.043957726,-1.025366921,0.310240715,1.164317661,-1.38247766,-0.670033941,0.0035592690000000003,-0.520118315,-0.83279087,0.009912426,-0.541778419,0.025137641000000002,-0.281775546,0.519408518,-0.288504011,2.278466077,-0.501016099,-0.20971022,1.206906025,1.281342606,-0.9062060270000001,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
-0.35351737299999997,-0.231182723,-0.552769394,-0.413542316,-0.9598289720000001,-0.316147371,2.812422049,-0.361424998,1.174457033,-0.048119944000000005,0.348046129,0.254526876,1.1850868159999999,0.310888257,3.19566202,-0.905906558,-0.172723097,-0.45980377200000005,-1.016400186,-1.00557343,-0.666987896,-0.692362844,0.99423638,0.118841889,-0.658078349,2.151644043,-1.483905152,-1.154430097,1.168329803,0.246647201,-0.70381694,0.531633319,-0.10707578,0.305295431,-0.019664271,-0.416347673,2.075176532,0.090524565,-0.10149630800000001,-0.305205185,0.676724757,-0.280757523,-0.269425507,-0.036374241,1.596973622,1.2013738840000001,-0.728503247,0.27707102100000003,-0.60888912,0.480366588,-0.590900072,-0.656586389,-1.38247766,0.38983792899999997,-0.7447769540000001,0.13112660199999998,-0.5996685620000001,0.406881489,-0.541778419,-0.6375819939999999,0.295738428,0.256737103,-1.393049716,0.57088553,1.062451579,-0.406109211,0.644782359,-0.246819717,-0.050276929000000005,-1.3426345830000002,a>d>b>c,0.0,2.0,3.0,1.0
0.327266656,-0.231182723,-0.552769394,0.961571045,-0.8324374840000001,-0.316147371,0.43661596799999997,0.554112421,1.174457033,-0.176592555,0.097011142,0.998641948,0.34567804700000004,-0.149423405,1.6488696409999999,-0.44997154,-0.9664942679999999,0.986686148,0.04334759,-0.22781078,-0.104024407,0.631997622,0.664393068,-0.069262306,-0.949517996,-0.404193019,-1.215756413,-0.232858468,-0.131516139,2.22531457,0.471774016,-0.877306665,-0.900474294,0.661897456,-0.019664271,0.760621714,-0.170588276,-0.27725881199999997,0.396427662,-0.09201784199999999,1.043665777,1.1919061579999999,-0.269425507,-0.673681258,-0.16614395699999998,1.2013738840000001,1.298531428,1.430619185,-0.173820513,0.17921988600000002,-0.494349273,-0.656586389,-0.48397401799999995,-0.31674331699999997,0.751895492,-0.303036676,-1.065913178,0.406881489,-0.060642569,0.290225495,-0.666784862,-0.531277143,-0.288504011,-0.85209826,0.28071774,0.772284739,-0.66683953,0.262567724,-0.221462749,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
0.7162861009999999,-0.7059682420000001,0.6902227459999999,-0.528135096,0.632564632,0.052107392,0.43661596799999997,0.737219905,-1.1129870720000001,1.108133557,-0.154023844,-1.233703269,1.464889739,-1.070046728,-0.6713189279999999,-0.44997154,0.621048074,-0.941967078,0.25529714600000003,0.031443437000000005,0.684124478,-0.250909355,-1.149745147,1.56097405,-0.172345602,-0.7236726520000001,-0.679458934,0.227927347,0.2229873,-0.412908589,-0.70381694,0.061986658,-0.900474294,0.305295431,-0.6811703590000001,-1.299074713,0.093619348,0.090524565,1.036615624,-0.09201784199999999,-0.057157281,2.173681945,-0.952601943,-0.673681258,0.715414832,0.233600477,-0.728503247,0.27707102100000003,0.261248093,-0.7242202190000001,-0.075962479,-0.656586389,0.41452962299999996,-1.0233245640000002,0.0035592690000000003,-0.085955037,0.799065288,0.406881489,-1.0229142690000002,-0.43876610299999996,0.10323377,-1.056619974,-0.656685913,-0.282904744,1.062451579,0.37948675600000004,0.082658692,-0.5015134379999999,-0.050276929000000005,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
0.327266656,0.718388315,-0.552769394,-0.184356756,-0.450263019,-0.316147371,0.964572875,-1.093854932,0.9457126220000001,-0.6904829990000001,0.348046129,-0.48958819600000003,0.62548097,0.771199918,0.875473451,-0.905906558,-0.172723097,0.022359535,0.04334759,0.290697653,0.346346384,0.631997622,0.99423638,1.310168457,-1.143811095,0.234766246,-0.277235825,0.227927347,0.459322926,0.356573166,-0.11602146199999999,-0.407660003,1.0830219909999999,-0.7645106420000001,-0.019664271,-0.7105900190000001,1.810968907,-0.27725881199999997,-0.528288282,-0.518392527,0.30978373800000003,-0.280757523,0.186025451,-0.46124558600000004,-1.047702747,1.2013738840000001,-0.728503247,1.815135239,-0.173820513,-1.025366921,-0.848368868,-0.201360376,-0.9332258390000001,-0.31674331699999997,-0.7447769540000001,1.433616437,0.721357852,0.009912426,-0.060642569,-0.239950213,0.10323377,0.519408518,0.816041694,0.28628877199999997,-0.8918830179999999,-0.602508203,-0.292090419,1.7907300469999998,-0.050276929000000005,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
2.272363882,-0.231182723,-0.552769394,-0.06976397599999999,-0.8324374840000001,0.42036215600000004,0.964572875,0.00478997,1.860690264,0.20882527899999997,-0.656093818,-0.48958819600000003,0.065875123,-0.149423405,0.617674721,2.285638568,-0.9664942679999999,-0.941967078,0.25529714600000003,-1.264827647,-0.5543951979999999,-0.250909355,-0.325136867,0.808557271,0.313387144,0.234766246,1.3316566109999999,-0.232858468,0.813826365,0.026795271000000002,2.82295593,-0.407660003,-1.297173551,-0.40790861799999995,-0.5866694889999999,0.46637936799999996,1.414657471,0.458307942,-0.10149630800000001,-0.73157987,0.676724757,-0.771645417,0.6414764079999999,-0.248809913,0.274635437,-0.008342874,-0.221744578,0.661587076,-1.043957726,-0.272500167,-0.333431276,-0.428973383,0.41452962299999996,3.216162915,0.0035592690000000003,-0.737199954,-0.133423945,-0.38705663700000004,0.420493282,0.091409605,-0.666784862,0.256737103,-1.393049716,0.28628877199999997,-0.110149179,-0.013311228,0.082658692,0.262567724,-0.563834388,-1.3426345830000002,a>b>d>c,0.0,1.0,3.0,2.0
